startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_phone,startup_email
I MAKE,"1,5 millions €",16/06/2020,https://www.jaimelesstartups.fr/news/i-make-annonce-une-levee-de-fonds-15-million-deuros/,,,,,,
Ontruck,17 millions d'euros,12/06/2020,https://www.jaimelesstartups.fr/news/ontruck-annonce-une-levee-de-fonds-de-17-millions-deuros/,,,,,,
Invenis,3 000 000€,11/06/2020,https://www.jaimelesstartups.fr/news/invenis-annonce-une-levee-de-fonds-de-millions-deuros/,,,,,,
Spareka,5 000 000 €,11/06/2020,https://www.jaimelesstartups.fr/news/spareka-spareka-lance-une-application-pour-diagnostiquer-sa-panne-en-3-clics/,,,,,,
Worldia,19 000 000 €,11/06/2020,https://www.jaimelesstartups.fr/worldia-personaliser-vos-voyages/,,,,,,
Pleurette,"2,5 millions",11/06/2020,https://www.jaimelesstartups.fr/news/pleurette-annonce-une-levee-de-fonds-25-millions-deuros/,,,,,,
Colizey,2.5 millions,10/06/2020,https://www.jaimelesstartups.fr/news/colizey-annonce-une-levee-de-fonds-de-25-millions-deuros/,,,,,,
Luko,22 millions €,08/06/2020,https://www.jaimelesstartups.fr/luko-la-nouvelle-assurance-habitation/,,,,,,
Mr Suricate,2000000,08/06/2020,https://www.jaimelesstartups.fr/news/mr-suricate-annonce-une-seconde-levee-de-fonds-de-2-millions-deuros/,,,,,,
Rainbow,1 million €,08/06/2020,https://www.jaimelesstartups.fr/news/rainbow-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Lactips,13 000 000,04/06/2020,https://www.jaimelesstartups.fr/news/lactips-annonce-une-levee-de-fonds-de-13-millions-deuros/,,,,,,
HAPPYDEMICS,5 000 000,04/06/2020,https://www.jaimelesstartups.fr/news/happydemics-annonce-une-levee-de-fonds-de-5-millions-deuros/,,,,,,
Dracula Technologies,2 200 000 €,29/05/2020,https://www.jaimelesstartups.fr/news/dracula-technologies-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
Qilibri,"2,9 millions",21/05/2020,https://www.jaimelesstartups.fr/news/qilibri-annonce-une-premiere-levee-de-fonds-35-millions-deuros/,,,,,,
Mon Petit Placement,"1,5 M€",21/05/2020,https://www.jaimelesstartups.fr/news/mon-petit-placement-annonce-une-levee-de-fonds-d-15-million-deuros/,,,,,,
Troov,400K,21/05/2020,https://www.jaimelesstartups.fr/troov-la-plateforme-des-objets-trouves/,,,,,,
Hello Customer,6000000,19/05/2020,https://www.jaimelesstartups.fr/news/hello-customer-annonce-une-levee-de-fonds-de-6-millions-deuros/,,,,,,
Gifts for Change,1 000 000,15/05/2020,https://www.jaimelesstartups.fr/news/gifts-for-change-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Pop Eye,50000,15/05/2020,https://www.jaimelesstartups.fr/pop-eye-les-petites-annonces-en-video/,,,,,,
360 Capital,90000000,15/05/2020,https://www.jaimelesstartups.fr/news/360-capital-levee-de-fonds-de-90-millions-deuros/,,,,,,
TACYLATE,80000,08/05/2020,https://www.jaimelesstartups.fr/tacylate-mower-cleaner-nettoyage-des-tondeuses/,,,,,,
Quicktext,850000 euros,05/05/2020,https://www.jaimelesstartups.fr/quicktext-le-bot-pour-lhotelerie/,,,,,,
Libeo,4 millions d'euros,28/04/2020,https://www.jaimelesstartups.fr/news/libeo-annonce-une-levee-de-fonds/,,,,,,
Qualiplainte,135 000 €,23/04/2020,https://www.jaimelesstartups.fr/qualiplainte-legaltech-daccompagnement-au-depot-de-plainte-en-ligne/,,,,,,
Andjaro,"13,4 Millions €",23/04/2020,https://www.jaimelesstartups.fr/news/andjaro-annonce-une-levee-de-fonds-de-134-millions-deuros/,,,,,,
FABULABOX,240 000,23/04/2020,https://www.jaimelesstartups.fr/news/fabulabox-annonce-une-levee-de-fonds-de-240-000-e/,,,,,,
Certideal,8 000 000,22/04/2020,https://www.jaimelesstartups.fr/news/certideal-leve-8-millions-deuros/,,,,,,
la marque en moins,505 000 euros,14/04/2020,https://www.jaimelesstartups.fr/la-marque-en-moins-les-produits-dentretiens-bio-et-responsables/,,,,,,
Beekast,5 millions,01/04/2020,https://www.jaimelesstartups.fr/news/beekast/,,,,,,
Preply,10 millions de dollars,30/03/2020,https://www.jaimelesstartups.fr/news/preply-levee-de-fonds/,,,,,,
SportRIZER,Plus d'1 million d'euros,24/03/2020,https://www.jaimelesstartups.fr/sportrizer-annuaire-des-activites-outdoor/,,,,,,
Whoog,1M,23/03/2020,https://www.jaimelesstartups.fr/whoog-solution-de-remplacements-de-personnel-de-sante/,,,,,,
Urbantz,€6 millions,16/03/2020,https://www.jaimelesstartups.fr/news/urbantz-levee-de-fonds/,,,,,,
Pixpay,8 millions d'euros,13/03/2020,https://www.jaimelesstartups.fr/news/pixpay-annonce-une-levee-de-fonds/,,,,,,
Lovys,"3,3 M (seed)",12/03/2020,https://www.jaimelesstartups.fr/lovys-assurance-en-ligne-et-sur-mesure/,,,,,,
Little Cigogne,"2,2 millions d’euros",11/03/2020,https://www.jaimelesstartups.fr/news/little-cigogne-levee-de-fonds/,,,,,,
BEELDI,"1,3",11/03/2020,https://www.jaimelesstartups.fr/news/beeldi-annonce-sa-levee-de-fonds/,,,,,,
Global Smart Rescue,100 000 €,11/03/2020,https://www.jaimelesstartups.fr/news/global-smart-rescue-annonce-sa-premiere-levee-de-fonds/,,,,,,
ActivCorner,600000€,09/03/2020,https://www.jaimelesstartups.fr/news/activcorner-annonce-une-levee-de-fonds/,,,,,,
Monibrand,850 000 €,06/03/2020,https://www.jaimelesstartups.fr/news/monibrand-levee-des-fonds/,,,,,,
La Varappe,"4,3 M€",06/03/2020,https://www.jaimelesstartups.fr/news/la-varappe-annonce-une-augmentation-de-son-capital/,,,,,,
Angelsquare,1 million €,06/03/2020,https://www.jaimelesstartups.fr/news/angelsquare-investit-dans-rubypayeur/,,,,,,
Cozycozy,4 M€,05/03/2020,https://www.jaimelesstartups.fr/cozycozy-le-comparateur-de-tous-les-hebergements/,,,,,,
Libeo,2 M€,05/03/2020,https://www.jaimelesstartups.fr/libeo-outil-pour-gerer-le-traitement-des-factures/,,,,,,
Telegrafik,2M€,05/03/2020,https://www.jaimelesstartups.fr/news/telegrafik-levee-de-fonds/,,,,,,
Karos,"4,5 M€",04/03/2020,https://www.jaimelesstartups.fr/news/karos/,,,,,,
eLamp,2 millions,04/03/2020,https://www.jaimelesstartups.fr/news/elamp/,,,,,,
Le Wagon,17 M€,03/03/2020,https://www.jaimelesstartups.fr/news/le-wagon-levee-des-fonds/,,,,,,
Borobo,100 000€,02/03/2020,https://www.jaimelesstartups.fr/borobo-le-robot-porteur-suiveur/,,,,,,
Mipise,"1,3M€",27/02/2020,https://www.jaimelesstartups.fr/mipise-solution-plateforme-fintech/,,,,,,
BtoBRadio tv,"1,8 million d'€",26/02/2020,https://www.jaimelesstartups.fr/news/btobradio-tv-levee-de-fonds/,,,,,,
KATCHA,124 000 €,25/02/2020,https://www.jaimelesstartups.fr/katcha-le-reseau-social-de-votre-etablissement-hotelier/,,,,,,
RunMotion Coach,500 000 €,24/02/2020,https://www.jaimelesstartups.fr/runmotion-coach-chatboat-motivation-entrainement-a-la-course-a-pieds/,,,,,,
Eskimoz,17 millions d'euros,17/02/2020,https://www.jaimelesstartups.fr/news/eskimoz-leve-des-fonds/,,,,,,
Edusign,,17/02/2020,https://www.jaimelesstartups.fr/edusign-signature-electronique-de-presence/,,,,,,
KIPLI,2 millions,13/02/2020,https://www.jaimelesstartups.fr/news/kipli-levee-de-fonds-2-millions-deuros/,,,,,,
Draw Me A Garden,540 000€,13/02/2020,https://www.jaimelesstartups.fr/draw-me-a-garden-outil-en-ligne-de-creation-de-jardin/,,,,,,
Seaver,"1,5 millions d'euros",12/02/2020,https://www.jaimelesstartups.fr/news/seaver-levee-de-fonds/,,,,,,
Enerfip,"1,2 millions d'euros",07/02/2020,https://www.jaimelesstartups.fr/news/enerfip-37-millions-d-euros-investits/,,,,,,
RUBIX S&I,7M€,07/02/2020,https://www.jaimelesstartups.fr/news/rubix-si-levee-de-fonds/,,,,,,
IoTerop,"1,5 million d'euros",07/02/2020,https://www.jaimelesstartups.fr/news/ioterop-annonce-sa-levee-de-fonds/,,,,,,
Convelio,9 100 000 €,05/02/2020,https://www.jaimelesstartups.fr/news/convelio-levee-de-fonds/,,,,,,
EvidenceB,2 M €,05/02/2020,https://www.jaimelesstartups.fr/news/evidenceb-levee-de-fonds/,,,,,,
Marypop,,05/02/2020,https://www.jaimelesstartups.fr/marypop-babysitter-qui-parle-anglais-espanol/,,,,,,
easyQuorum,500 000 euros,03/02/2020,https://www.jaimelesstartups.fr/news/easyquorum-levee-de-fonds/,,,,,,
AssoConnect,7 millions d'euros,30/01/2020,https://www.jaimelesstartups.fr/news/assoconnect-levee-de-fonds/,,,,,,
Afyren,21 M€,29/01/2020,https://www.jaimelesstartups.fr/afyren-ft120-remplacer-le-petrole-par-solution-bio-vegetale/,,,,,,
Résurrection,800 000 euros,28/01/2020,https://www.jaimelesstartups.fr/news/resurrection-levee-de-fonds/,,,,,,
Lota cloud,700 000 €,28/01/2020,https://www.jaimelesstartups.fr/lota-cloud-optimisation-des-couts-du-cloud/,,,,,,
Yubo,"11,2 M€",27/01/2020,https://www.jaimelesstartups.fr/yubo-reseaux-social-pour-se-faire-des-amis/,,,,,,
Ener-Pacte,1.2M€,24/01/2020,https://www.jaimelesstartups.fr/news/ener-pacte-levee-de-fonds-lita/,,,,,,
Urbidesk,300 K€,21/01/2020,https://www.jaimelesstartups.fr/urbidesk/,,,,,,
Cooptalis,20 millions,13/01/2020,https://www.jaimelesstartups.fr/cooptalis-startup-recrutement-international/,,,,,,
Cooptalis,20 millions,06/01/2020,https://www.jaimelesstartups.fr/news/cooptalis-levee-de-fonds/,,,,,,
myFirmin,17 500 €,03/01/2020,https://www.jaimelesstartups.fr/news/myfirmin/,,,,,,
Evermaps,5 000 000,12/12/2019,https://www.jaimelesstartups.fr/news/evermaps-levee-de-fonds/,,,,,,
Capcar,5 millions,11/12/2019,https://www.jaimelesstartups.fr/news/capcar-levee-de-fonds/,,,,,,
Winalist,500 000,10/12/2019,https://www.jaimelesstartups.fr/news/winalist/,,,,,,
Equisense,3 Millions €,10/12/2019,https://www.jaimelesstartups.fr/news/equisense/,,,,,,
Brigad,> 10 millions €,06/12/2019,https://www.jaimelesstartups.fr/brigad-recrutement-personel-de-restauration/,,,,,,
Whympr,400 000€,06/12/2019,https://www.jaimelesstartups.fr/whympr-appli-sortie-en-motagne/,,,,,,
Finalgo,550 000 €,04/12/2019,https://www.jaimelesstartups.fr/news/finalgo-levee-de-fonds/,,,,,,
OUIDROP,600 000 €,04/12/2019,https://www.jaimelesstartups.fr/ouidrop-vestiaire-automatique/,,,,,,
UpFactor,"2,5M€",04/12/2019,https://www.jaimelesstartups.fr/news/upfactor-levee-de-fonds/,,,,,,
Greenkub,400 000 €,20/11/2019,https://www.jaimelesstartups.fr/greenkub-studio-de-jardin-ou-extension/,,,,,,
Luko,20 M€,19/11/2019,https://www.jaimelesstartups.fr/news/luko-levee-de-fonds/,,,,,,
SAYYA,300 000 €,19/11/2019,https://www.jaimelesstartups.fr/news/sayya-levee-de-fonds/,,,,,,
Whisperies,600 000 €,18/11/2019,https://www.jaimelesstartups.fr/news/whisperies-partenaire-du-secretariat-du-pere-noe%cc%88l-la-poste/,,,,,,
mycoocoon,1 000 000 €,15/11/2019,https://www.jaimelesstartups.fr/mycoocoon-espace-detente-couleur/,,,,,,
finfrog,3 millions €,14/11/2019,https://www.jaimelesstartups.fr/news/finfrog-levee-de-fonds/,,,,,,
Hidden Market,1 million d'euros,13/11/2019,https://www.jaimelesstartups.fr/news/hidden-market-levee-de-fonds/,,,,,,
CoachHub,16 millions,13/11/2019,https://www.jaimelesstartups.fr/news/coachhub-levee-de-fonds/,,,,,,
WITTYFIT,500000,13/11/2019,https://www.jaimelesstartups.fr/news/wittyfit/,,,,,,
TrainMe,400 K€,12/11/2019,https://www.jaimelesstartups.fr/trainme-reservation-coach-sportif/,,,,,,
OuiCar,28 millions d'€,08/11/2019,https://www.jaimelesstartups.fr/ouicar-uberisation-location-voiture/,,,,,,
Arkolia Energies,15 millions,07/11/2019,https://www.jaimelesstartups.fr/arkolia-energies-integrateur-d-energies-renouvelables/,,,,,,
Coopeo,500000,04/11/2019,https://www.jaimelesstartups.fr/coopeo-gestion-des-factures-fournisseurs-et-commandes/,,,,,,
éthi’Kdo,120000,04/11/2019,https://www.jaimelesstartups.fr/ethikdo-la-carte-cadeau-ethique-ecologique-et-solidaire/,,,,,,
RYAX TECHNOLOGIES,"1,34M€",25/10/2019,https://www.jaimelesstartups.fr/news/ryax-technologies-levee-de-fonds/,,,,,,
UntieNots,"1,7 millions",25/10/2019,https://www.jaimelesstartups.fr/news/untienots-levee-de-fonds/,,,,,,
VISIO-AVOCATS,600000,23/10/2019,https://www.jaimelesstartups.fr/visio-avocats-plateforme-visioconference-avec-avocat/,,,,,,
hemea,5,22/10/2019,https://www.jaimelesstartups.fr/news/hemea-levee-de-fonds/,,,,,,
Groover,1.3M,21/10/2019,https://www.jaimelesstartups.fr/news/groover-levee-de-fonds/,,,,,,
Konverso,2 millions,21/10/2019,https://www.jaimelesstartups.fr/news/konverso-levee-de-fonds/,,,,,,
Audion,"1,1M",17/10/2019,https://www.jaimelesstartups.fr/news/audion-levee-de-fonds/,,,,,,
Véritable,3M €,17/10/2019,https://www.jaimelesstartups.fr/news/veritable-levee-de-fonds/,,,,,,
Where You Love,200K + 1M,16/10/2019,https://www.jaimelesstartups.fr/where-you-love-assistant-agence-immobilier-ux/,,,,,,
Nap&Up,200 000,16/10/2019,https://www.jaimelesstartups.fr/napup-cocon-sieste-au-boulot/,,,,,,
Hubstairs,3 250 000€,11/10/2019,https://www.jaimelesstartups.fr/news/hubstairs/,,,,,,
Alexyia,52 000€,09/10/2019,https://www.jaimelesstartups.fr/alexyia-plateforme-opportunite-daffaire-b2b/,,,,,,
Winalist,500 000 €,08/10/2019,https://www.jaimelesstartups.fr/news/winalist-levee-de-fonds/,,,,,,
Tilli,"1,2 M d'euros",07/10/2019,https://www.jaimelesstartups.fr/news/tilli-levee-de-fonds/,,,,,,
MeilleureCopro,3 millions d'euros,02/10/2019,https://www.jaimelesstartups.fr/news/meilleurecopro-levee-de-fonds/,,,,,,
Urgence Docteurs,1 000 000,30/09/2019,https://www.jaimelesstartups.fr/urgence-docteurs-consultation-par-video/,,,,,,
Primelis,11 millions,25/09/2019,https://www.jaimelesstartups.fr/news/primelis-levee-de-fonds/,,,,,,
Mt Pelerin,€2 millions,25/09/2019,https://www.jaimelesstartups.fr/news/mt-pelerin-financement-union-europeenne/,,,,,,
HOGGO,2.4M€,19/09/2019,https://www.jaimelesstartups.fr/news/hoggo-levee-de-fonds/,,,,,,
LeHibou,6 M€,19/09/2019,https://www.jaimelesstartups.fr/lehibou-marketplace-de-consultants-independants/,,,,,,
ecov,15 Millions d'euros,18/09/2019,https://www.jaimelesstartups.fr/news/ecov-plan-de-developpement-de-plus-de-15-millions-deuros/,,,,,,
Deskeo,400000000,16/09/2019,https://www.jaimelesstartups.fr/news/deskeo-immobilier-pour-les-startups/,,,,,,
Switch Up,300 000 €,10/09/2019,https://www.jaimelesstartups.fr/news/switch-up-levee-de-fonds/,,,,,,
Trustpair,4,10/09/2019,https://www.jaimelesstartups.fr/news/trustpair-levee-de-fonds/,,,,,,
Spendesk,35M€,10/09/2019,https://www.jaimelesstartups.fr/news/spendesk-levee-de-fonds/,,,,,,
Smart-Services,1000000,06/09/2019,https://www.jaimelesstartups.fr/news/smart-services-levee-de-fonds/,,,,,,
AZmed,1.2M,05/09/2019,https://www.jaimelesstartups.fr/news/azmed-levee-de-fonds/,,,,,,
Coorganiz,"1,2",05/09/2019,https://www.jaimelesstartups.fr/news/coorganiz-levee-de-fonds/,,,,,,
Upflow,2.5 Millions d'€,05/09/2019,https://www.jaimelesstartups.fr/news/upflow-levee-de-fonds/,,,,,,
évolt,350 000,04/09/2019,https://www.jaimelesstartups.fr/evolt-saas-outil-pour-le-design-thinking/,,,,,,
JeStockeMonBateau,200 000,02/09/2019,https://www.jaimelesstartups.fr/jestockemonbateau-plateforme-stockage-bateau-entre-particuliers/,,,,,,
Liebr,En cours,19/08/2019,https://www.jaimelesstartups.fr/liebr-marketplace-garagistes-deux-roues/,,,,,,
BSIT,3 millions d'euros,30/07/2019,https://www.jaimelesstartups.fr/news/bsit/,,,,,,
TRESORIO,480 000 €,29/07/2019,https://www.jaimelesstartups.fr/news/tresorio/,,,,,,
Joyeuse,650 000 €,17/07/2019,https://www.jaimelesstartups.fr/news/joyeuse-jouet-interactif/,,,,,,
SumUp,330 millions €,16/07/2019,https://www.jaimelesstartups.fr/news/sumup-levee-de-fonds/,,,,,,
Yescapa,550 000 €,10/07/2019,https://www.jaimelesstartups.fr/yescapa-location-camping-car-entre-particuliers/,,,,,,
Merito,1 million d'euros,08/07/2019,https://www.jaimelesstartups.fr/news/merito/,,,,,,
FirmFunding,1M€,05/07/2019,https://www.jaimelesstartups.fr/news/firmfunding-levee-de-fonds/,,,,,,
Innovorder,10 millions d'euro,05/07/2019,https://www.jaimelesstartups.fr/news/innovorder/,,,,,,
Kameleoon,5 millions,02/07/2019,https://www.jaimelesstartups.fr/news/kameleoon-levee-de-fonds/,,,,,,
Equiteasy,800 000 €,02/07/2019,https://www.jaimelesstartups.fr/news/equiteasy-levee-de-fonds/,,,,,,
EasyMovie,5M€,27/06/2019,https://www.jaimelesstartups.fr/news/easymovie-levee-de-fonds/,,,,,,
DCbrain,1.5M,25/06/2019,https://www.jaimelesstartups.fr/dcbrain-reseaux-ia-deep-learning/,,,,,,
Copees,300000€,24/06/2019,https://www.jaimelesstartups.fr/news/copees-levee-de-fonds/,,,,,,
MaCotisation,170000,19/06/2019,https://www.jaimelesstartups.fr/macotisation-outil-gestion-association/,,,,,,
PAZZI,10M d'€,18/06/2019,https://www.jaimelesstartups.fr/news/pazzi-levee-de-fonds/,,,,,,
Navily,"1,000,000 d'euros",17/06/2019,https://www.jaimelesstartups.fr/navily-appli-communautaire-littoral-bateau/,,,,,,
Quidol,1 million d'euros,14/06/2019,https://www.jaimelesstartups.fr/news/quidol-test-examen-brevet/,,,,,,
We advocacy,"1,2M",13/06/2019,https://www.jaimelesstartups.fr/we-advocacy-solution-de-communication-signature-email-employes/,,,,,,
TEEKERS,400 KE,05/06/2019,https://www.jaimelesstartups.fr/teekers-ecommerce-digitalisation-local/,,,,,,
Goshaba,2 millions d'euros,05/06/2019,https://www.jaimelesstartups.fr/news/goshaba-levee-de-fonds/,,,,,,
Mindsay,10M$,29/05/2019,https://www.jaimelesstartups.fr/news/mindsay-levee-de-fonds/,,,,,,
WAOUP,"2,5 millions d'euros",29/05/2019,https://www.jaimelesstartups.fr/news/waoup-levee-de-fonds/,,,,,,
Monsieur Peinture,1 million d’euros levés,27/05/2019,https://www.jaimelesstartups.fr/news/monsieur-peinture-levee-de-fond/,,,,,,
Pixpay,"3,1 millions",27/05/2019,https://www.jaimelesstartups.fr/pixpay-appli-carte-bancaire-argent-de-poche/,,,,,,
Data Legal Drive,1000000,21/05/2019,https://www.jaimelesstartups.fr/data-legal-drive-outil-pour-appliquer-rgpd/,,,,,,
Eva,500 000 $,20/05/2019,https://www.jaimelesstartups.fr/eva-vtc-ethique-cooperative/,,,,,,
CO-ASSIST,2.5M,20/05/2019,https://www.jaimelesstartups.fr/co-assist-montre-connectee-assistance-triosieme-age/,,,,,,
Mon Petit Placement,600 000 €,20/05/2019,https://www.jaimelesstartups.fr/mon-petit-placement-investir-fintech/,,,,,,
BoatOn,150 000 euros,17/05/2019,https://www.jaimelesstartups.fr/news/boaton-levee-de-fonds/,,,,,,
CitizenLab,"2,1 millions",16/05/2019,https://www.jaimelesstartups.fr/news/citizenlab-levee-de-fonds/,,,,,,
LaBigAddress,400000,16/05/2019,https://www.jaimelesstartups.fr/labigaddress-plateforme-solution-communication-pour-startups/,,,,,,
Hellocare,2 millions d'euros,14/05/2019,https://www.jaimelesstartups.fr/news/hellocare-exolis/,,,,,,
Early Birds,5 millions €,10/05/2019,https://www.jaimelesstartups.fr/news/early-birds-rachat-attraqt/,,,,,,
Brigad,6 millions €,07/05/2019,https://www.jaimelesstartups.fr/news/brigad-levee-de-fonds-6-millions-euros/,,,,,,
NeedHelp,"1,5 millions d'euros en janvier 2017",07/05/2019,https://www.jaimelesstartups.fr/news/needhelp-offre-entreprises/,,,,,,
Merito,1 million €,07/05/2019,https://www.jaimelesstartups.fr/news/merito-levee-de-fonds-un-million-euros/,,,,,,
Boost My Mail,En cours . NC,06/05/2019,https://www.jaimelesstartups.fr/boost-my-mail-solution-signature-email/,,,,,,
Glovo,150 millions d'euros,02/05/2019,https://www.jaimelesstartups.fr/news/glovo-levee-de-fonds-150-millions-euros/,,,,,,
Pitchboy,600 000€,29/04/2019,https://www.jaimelesstartups.fr/news/pitchboy-levee-de-fonds/,,,,,,
Swikly,1.5 million,26/04/2019,https://www.jaimelesstartups.fr/news/swikly-levee-de-fonds/,,,,,,
Rapidle,800k,26/04/2019,https://www.jaimelesstartups.fr/rapidle-clickcollect-pour-commercant/,,,,,,
FinKey,800 000,25/04/2019,https://www.jaimelesstartups.fr/news/finkey-levee-de-fonds/,,,,,,
Même Pas Cap!,200 000€,25/04/2019,https://www.jaimelesstartups.fr/meme-pas-cap-bilan-de-competence/,,,,,,
Renovation Man,3 millions,23/04/2019,https://www.jaimelesstartups.fr/news/renovation-man-levee-de-fonds/,,,,,,
Tracktor,"3,7M€",23/04/2019,https://www.jaimelesstartups.fr/tracktor-location-engins-de-chantier/,,,,,,
iPaidThat,1.5,16/04/2019,https://www.jaimelesstartups.fr/news/ipaidthat-levee-de-fonds/,,,,,,
YOUNGO,500 000,16/04/2019,https://www.jaimelesstartups.fr/youngo-vtc-voiture-electrique/,,,,,,
kantree,350 000,15/04/2019,https://www.jaimelesstartups.fr/kantree-travail-collaboratif-startup/,,,,,,
Selectos,Non,09/04/2019,https://www.jaimelesstartups.fr/selectos-startup-guide-comparatif-produits/,,,,,,
SESAMm,8 millions d'euros,04/04/2019,https://www.jaimelesstartups.fr/news/sesamm-levee-de-fonds/,,,,,,
Bestrade,195 000 €,04/04/2019,https://www.jaimelesstartups.fr/bestrade-annuaire-evenementiel-salon/,,,,,,
Quidol,1 million d'euros,02/04/2019,https://www.jaimelesstartups.fr/news/quidol-levee-de-fonds/,,,,,,
DAZZL,450 000 €,02/04/2019,https://www.jaimelesstartups.fr/news/dazzl-levee-de-fonds/,,,,,,
WELMO,500 000,26/03/2019,https://www.jaimelesstartups.fr/news/welmo-levee-de-fonds/,,,,,,
Packhelp,"8,5 millions d'euros",25/03/2019,https://www.jaimelesstartups.fr/news/packhelp-levee-de-fonds/,,,,,,
La Fabrique à Innovations,230000,21/03/2019,https://www.jaimelesstartups.fr/la-fabrique-a-innovations-campus-outil-collaboratif/,,,,,,
Early Birds,5 millions €,19/03/2019,https://www.jaimelesstartups.fr/news/early-birds-partenariat-attraqt/,,,,,,
Entrepreneur First,$115M,18/03/2019,https://www.jaimelesstartups.fr/news/entrepreneur-first-incubateur/,,,,,,
SmartHab,1 million,15/03/2019,https://www.jaimelesstartups.fr/news/smarthab-levee-de-fonds-eiffage/,,,,,,
PHENIX,15M€,12/03/2019,https://www.jaimelesstartups.fr/news/phenix-rachat-graapz/,,,,,,
Beesbusy,700.000€,06/03/2019,https://www.jaimelesstartups.fr/beesbusy-gestion-de-projet-personel/,,,,,,
Studizen,250 000,27/02/2019,https://www.jaimelesstartups.fr/news/studizen-startup-edtech-4ans/,,,,,,
tado°,50,27/02/2019,https://www.jaimelesstartups.fr/news/tado-thermostat-intelligent/,,,,,,
Agriloops,"1,4",14/02/2019,https://www.jaimelesstartups.fr/news/agriloops-levee-de-fonds/,,,,,,
Gema,400 000 €,13/02/2019,https://www.jaimelesstartups.fr/news/gema-levee-de-fonds/,,,,,,
docadom,730 000 €,13/02/2019,https://www.jaimelesstartups.fr/news/docadom/,,,,,,
ANTSWAY,500 000 €,08/02/2019,https://www.jaimelesstartups.fr/antsway-startup-optimisation-trajet-livraison/,,,,,,
Cocoom,500 000 €,31/01/2019,https://www.jaimelesstartups.fr/cocoom-startup-media-culture-entreprise/,,,,,,
Jooxter,1 million €,18/01/2019,https://www.jaimelesstartups.fr/jooxter-startup-smart-occupancy/,,,,,,
SchoolMouv,"2,5 millions €",16/01/2019,https://www.jaimelesstartups.fr/news/schoolmouv-levee-de-fonds/,,,,,,
Lovebox,500 000 €,14/01/2019,https://www.jaimelesstartups.fr/news/lovebox-levee-de-fonds/,,,,,,
Keycoopt,"4,2 millions €",14/01/2019,https://www.jaimelesstartups.fr/keycoopt-recrutement-cooptation/,,,,,,
TreeFrog Therapeutics,600 000 €,11/01/2019,https://www.jaimelesstartups.fr/news/treefrog-therapeutics/,,,,,,
Beekast,"2,7 millions €",07/01/2019,https://www.jaimelesstartups.fr/beekast-saas-reunion-interactive/,,,,,,
Revers.io,6 millions €,19/12/2018,https://www.jaimelesstartups.fr/revers-io-retour-client-startup-plateforme/,,,,,,
Shine,8 millions €,10/12/2018,https://www.jaimelesstartups.fr/shine-banque-independants-startup-assistant-administration/,,,,,,
VAC2S,"2,1 millions €",03/12/2018,https://www.jaimelesstartups.fr/news/vac2s-levee-de-fonds/,,,,,,
Wecasa,"1,2 million €",29/11/2018,https://www.jaimelesstartups.fr/news/wecasa/,,,,,,
ENER-PACTE,1 million €,28/11/2018,https://www.jaimelesstartups.fr/news/ener-pacte-levee-de-fonds/,,,,,,
Elium,2 millions €,23/11/2018,https://www.jaimelesstartups.fr/news/elium-levee-de-fond/,,,,,,
SESAMm,3.6 millions €,23/11/2018,https://www.jaimelesstartups.fr/sesamm-prevision-bourse-intelligence-artificielle/,,,,,,
OuiSpoon,500 000 €,22/11/2018,https://www.jaimelesstartups.fr/news/ouispoon-levee-de-fonds/,,,,,,
Golem ai,1 million €,21/11/2018,https://www.jaimelesstartups.fr/news/golem-ai-levee-de-fonds/,,,,,,
The shape box,2 000 €,19/11/2018,https://www.jaimelesstartups.fr/the-shape-box-startup-musculation/,,,,,,
Touch & Sell,2 millions €,12/11/2018,https://www.jaimelesstartups.fr/news/touch-sell-levee-de-fonds/,,,,,,
Mon Chasseur Immo,"3,5 millions €",12/11/2018,https://www.jaimelesstartups.fr/news/mon-chasseur-immo-levee-de-fonds/,,,,,,
Birdylabs,3 millions $,31/10/2018,https://www.jaimelesstartups.fr/news/birdylabs-levee-de-fonds/,,,,,,
WeShareBonds,15 millions €,23/10/2018,https://www.jaimelesstartups.fr/wesharebonds-financement-participatif-pret-startup-pme/,,,,,,
Vivoka,1 million €,22/10/2018,https://www.jaimelesstartups.fr/vivoka-reconnaissance-vocale-startup/,,,,,,
Mobility Work,"2,2 millions €",22/10/2018,https://www.jaimelesstartups.fr/mobility-work/,,,,,,
Medylink,"2,75 millions €",01/10/2018,https://www.jaimelesstartups.fr/news/medylink-levee-de-fond-275-millions-euros/,,,,,,
OPPI,20 000 €,01/10/2018,https://www.jaimelesstartups.fr/oppi-jouets-education-enfants/,,,,,,
Wanted Community,1 million $,27/09/2018,https://www.jaimelesstartups.fr/news/wanted-community/,,,,,,
Petty Well,10 000 €,25/09/2018,https://www.jaimelesstartups.fr/petty-well-box-repas-frais-pour-chien/,,,,,,
Wedoogift,500 000 €,24/09/2018,https://www.jaimelesstartups.fr/wedoogift-startup-cheque-cadeau-b2b/,,,,,,
Farmitoo,1 million €,20/09/2018,https://www.jaimelesstartups.fr/news/farmitoo/,,,,,,
